ID CIP2,CIP2,ID CIP4,CIP4,ID CIP6,CIP6,ID Year,Year,ID Nation,Nation,ID State,State,ID Degree,Degree,Completions,Slug CIP6,Geography,ID Geography,Slug Geography
13,Education,1313,Teacher Education for Specific Subject Areas,131326,German Language Teacher Education,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,german-language-teacher-education,"Kings County, NY",05000US36047,kings-county-ny
31,"Parks, Recreation, & Leisure",3105,Health & Physical Education,310505,Kinesiology & Exercise Science,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,74,kinesiology-exercise-science,"Kings County, NY",05000US36047,kings-county-ny
31,"Parks, Recreation, & Leisure",3105,Health & Physical Education,310504,Sport & Fitness Management,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,10,sport-fitness-management,"Kings County, NY",05000US36047,kings-county-ny
13,Education,1313,Teacher Education for Specific Subject Areas,131329,Physics Teacher Education,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,physics-teacher-education,"Kings County, NY",05000US36047,kings-county-ny
31,"Parks, Recreation, & Leisure",3105,Health & Physical Education,310501,General Health & Physical Education,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,3,general-health-physical-education,"Kings County, NY",05000US36047,kings-county-ny
31,"Parks, Recreation, & Leisure",3103,"Parks, Recreation, & Leisure Facilities Management",310301,"General Parks, Recreation, & Leisure Facilities Management",2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,6,general-parks-recreation-leisure-facilities-management,"Kings County, NY",05000US36047,kings-county-ny
13,Education,1313,Teacher Education for Specific Subject Areas,131330,Spanish Language Teacher Education,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,spanish-language-teacher-education,"Kings County, NY",05000US36047,kings-county-ny
13,Education,1313,Teacher Education for Specific Subject Areas,131331,Speech Teacher Education,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,speech-teacher-education,"Kings County, NY",05000US36047,kings-county-ny
30,Interdisciplinary Studies,3099,Other Interdisciplinary Studies,309999,Other Multidisciplinary Studies,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,14,other-multidisciplinary-studies,"Kings County, NY",05000US36047,kings-county-ny
30,Interdisciplinary Studies,3033,Sustainability Studies,303301,Sustainability Studies,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,12,sustainability-studies-6,"Kings County, NY",05000US36047,kings-county-ny
13,Education,1313,Teacher Education for Specific Subject Areas,131337,Earth Science Teacher Education,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,2,earth-science-teacher-education,"Kings County, NY",05000US36047,kings-county-ny
30,Interdisciplinary Studies,3026,Critical Theory & Analysis of Cultural Studies,302601,"Cultural Studies, Critical Theory, & Analysis",2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,2,cultural-studies-critical-theory-analysis,"Kings County, NY",05000US36047,kings-county-ny
30,Interdisciplinary Studies,3001,Biological & Physical Sciences,300101,Biological & Physical Sciences,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,1,biological-physical-sciences-6,"Kings County, NY",05000US36047,kings-county-ny
13,Education,1399,Other Education Studies,139999,Other Education,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,other-education,"Kings County, NY",05000US36047,kings-county-ny
27,Math & Statistics,2799,Other Mathematics Studies,279999,Other Mathematics & Statistics,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,1,other-mathematics-statistics,"Kings County, NY",05000US36047,kings-county-ny
27,Math & Statistics,2703,Applied Mathematics,270305,Financial Mathematics,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,1,financial-mathematics,"Kings County, NY",05000US36047,kings-county-ny
14,Engineering,1437,Operations Research,143701,Operations Research,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,operations-research-6,"Kings County, NY",05000US36047,kings-county-ny
15,Engineering Technologies,1503,Electrical Engineering Technologies,150303,"Electrical, Electronic, & Communications Engineering Technology",2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,24,electrical-electronic-communications-engineering-technology,"Kings County, NY",05000US36047,kings-county-ny
27,Math & Statistics,2703,Applied Mathematics,270304,Computational & Applied Mathematics,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,4,computational-applied-mathematics,"Kings County, NY",05000US36047,kings-county-ny
27,Math & Statistics,2703,Applied Mathematics,270301,General Applied Mathematics,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,12,general-applied-mathematics,"Kings County, NY",05000US36047,kings-county-ny
15,Engineering Technologies,1503,Electrical Engineering Technologies,150305,Telecommunications Technology,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,22,telecommunications-technology,"Kings County, NY",05000US36047,kings-county-ny
27,Math & Statistics,2701,Mathematics,270101,General Mathematics,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,31,general-mathematics,"Kings County, NY",05000US36047,kings-county-ny
26,Biology,2611,"Biomathematics, Bioinformatics, & Computational Biology",261103,Bioinformatics,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,45,bioinformatics,"Kings County, NY",05000US36047,kings-county-ny
15,Engineering Technologies,1508,Mechanical Engineering Technologies,150805,Mechanical Engineering Technology,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,50,mechanical-engineering-technology,"Kings County, NY",05000US36047,kings-county-ny
26,Biology,2602,"Biochemistry, Biophysics, & Molecular Biology",260202,Biochemistry,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,biochemistry,"Kings County, NY",05000US36047,kings-county-ny
15,Engineering Technologies,1510,Construction Engineering Technologies,151001,Construction Engineering Technology,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,28,construction-engineering-technology,"Kings County, NY",05000US36047,kings-county-ny
26,Biology,2601,General Biology,260101,General Biological Sciences,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,333,general-biological-sciences,"Kings County, NY",05000US36047,kings-county-ny
24,Liberal Arts & Humanities,2401,Liberal Arts & Sciences,240103,Humanistic Studies,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,humanistic-studies,"Kings County, NY",05000US36047,kings-county-ny
15,Engineering Technologies,1512,Computer Engineering Technologies,151201,Computer Engineering Technology,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,90,computer-engineering-technology,"Kings County, NY",05000US36047,kings-county-ny
24,Liberal Arts & Humanities,2401,Liberal Arts & Sciences,240101,Liberal Arts & Sciences,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,48,liberal-arts-sciences-6,"Kings County, NY",05000US36047,kings-county-ny
23,English,2313,Rhetoric & Composition,231304,Rhetoric & Composition,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,7,rhetoric-composition-6,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1601,"Linguistic, Comparative, & Related Language Studies",160101,General Foreign Languages & Literatures,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,general-foreign-languages-literatures,"Kings County, NY",05000US36047,kings-county-ny
23,English,2313,Rhetoric & Composition,231303,"Professional, Technical, Business, & Scientific Writing",2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,1,professional-technical-business-scientific-writing,"Kings County, NY",05000US36047,kings-county-ny
23,English,2313,Rhetoric & Composition,231302,Creative Writing,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,45,creative-writing,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1601,"Linguistic, Comparative, & Related Language Studies",160102,Linguistics,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,5,linguistics,"Kings County, NY",05000US36047,kings-county-ny
23,English,2301,General English Language & Literature,230101,General English Language & Literature,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,89,general-english-language-literature-6,"Kings County, NY",05000US36047,kings-county-ny
22,Legal,2203,Legal Support Services,220302,Paralegal,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,45,paralegal,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1601,"Linguistic, Comparative, & Related Language Studies",160104,Comparative Literature,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,comparative-literature,"Kings County, NY",05000US36047,kings-county-ny
19,Human Sciences,1907,Human Development & Family Studies,190701,General Human Development & Family Studies,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,8,general-human-development-family-studies,"Kings County, NY",05000US36047,kings-county-ny
19,Human Sciences,1906,Housing & Human Environments,190604,Facilities Planning & Management,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,14,facilities-planning-management,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1604,"Slavic, Baltic, & Albanian Languages, Literatures, & Linguistics",160402,Russian Language & Literature,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,russian-language-literature,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1605,"Germanic Languages, Literatures, & Linguistics",160501,German Language & Literature,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,german-language-literature,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1612,"Classical Languages, Literatures, & Linguistics",161203,Latin Language & Literature,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,latin-language-literature,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1612,"Classical Languages, Literatures, & Linguistics",161202,Ancient/Classical Greek Language & Literature,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,ancientclassical-greek-language-literature,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1612,"Classical Languages, Literatures, & Linguistics",161200,"General Classical Language, Literature, & Linguistics",2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,4,general-classical-language-literature-linguistics,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1609,"Romance Languages, Literatures, & Linguistics",160901,French Language & Literature,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,2,french-language-literature,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1611,"Middle Eastern & Semitic Languages, Literatures, & Linguistics",161102,Hebrew Language & Literature,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,hebrew-language-literature,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1609,"Romance Languages, Literatures, & Linguistics",160905,Spanish Language & Literature,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,2,spanish-language-literature,"Kings County, NY",05000US36047,kings-county-ny
16,Language & Linguistics,1609,"Romance Languages, Literatures, & Linguistics",160902,Italian Language & Literature,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,1,italian-language-literature,"Kings County, NY",05000US36047,kings-county-ny
