ID Group,Group,ID Subgroup,Subgroup,ID Occupation,Occupation,ID Year,Year,ID State,State,Workforce by Occupation and Gender,Workforce by Occupation and Gender Moe,Geography,ID Geography,Slug Geography
1,"Service Occupations",4,"Service Occupations",14,"Food Preparation & Serving Related Occupations",2014,"2014","04000US36","New York",45947,3748.3149547496673,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2014,"2014","04000US36","New York",2201,767.0736600874782,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",2,"Computer & Mathematical Occupations",2014,"2014","04000US36","New York",5872,1346.0345463620165,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",9,"Health Diagnosing & Treating Practitioners & Other Technical Occupations",2013,"2013","04000US36","New York",15099,1943.6277935860044,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",5,"Community & Social Service Occupations",2013,"2013","04000US36","New York",14777,2063.389929218421,"Bronx County, NY","05000US36005","bronx-county-ny"
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",20,"Construction & Extraction Occupations",2013,"2013","04000US36","New York",24026,2631.8862057467454,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",6,"Legal Occupations",2013,"2013","04000US36","New York",4768,1381.7919525022571,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",4,"Life, Physical, & Social Science Occupations",2013,"2013","04000US36","New York",2994,899.7999777728381,"Bronx County, NY","05000US36005","bronx-county-ny"
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",19,"Farming, Fishing, & Forestry Occupations",2013,"2013","04000US36","New York",60,218.29567105190154,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",7,"Education Instruction, & Library Occupations",2013,"2013","04000US36","New York",28375,2786.9384636191735,"Bronx County, NY","05000US36005","bronx-county-ny"
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",22,"Production Occupations",2013,"2013","04000US36","New York",18050,2448.2804169457386,"Bronx County, NY","05000US36005","bronx-county-ny"
2,"Sales & Office Occupations",6,"Sales & Office Occupations",18,"Office & Administrative Support Occupations",2013,"2013","04000US36","New York",79655,4751.746205343884,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",2,"Education, Legal, Community Service, Arts, & Media Occupations",8,"Arts, Design, Entertainment, Sports, & Media Occupations",2013,"2013","04000US36","New York",9100,1796.4103094783218,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",3,"Architecture & Engineering Occupations",2013,"2013","04000US36","New York",2504,787.4293619112765,"Bronx County, NY","05000US36005","bronx-county-ny"
2,"Sales & Office Occupations",6,"Sales & Office Occupations",17,"Sales & Related Occupations",2013,"2013","04000US36","New York",55243,4215.411011989222,"Bronx County, NY","05000US36005","bronx-county-ny"
3,"Natural Resources, Construction, & Maintenance Occupations",7,"Natural Resources, Construction, & Maintenance Occupations",21,"Installation, Maintenance, & Repair Occupations",2013,"2013","04000US36","New York",12547,2294.8736348653274,"Bronx County, NY","05000US36005","bronx-county-ny"
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",23,"Transportation Occupations",2013,"2013","04000US36","New York",30819,3251.897446107426,"Bronx County, NY","05000US36005","bronx-county-ny"
1,"Service Occupations",5,"Protective Service Occupations",13,"Law Enforcement Workers Including Supervisors",2013,"2013","04000US36","New York",5393,1225.367291876195,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",3,"Healthcare Practitioners & Technical Occupations",10,"Health Technologists & Technicians",2013,"2013","04000US36","New York",7555,1309.2077757178195,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",1,"Computer, Engineering, & Science Occupations",2,"Computer & Mathematical Occupations",2013,"2013","04000US36","New York",5143,1143.8505147089807,"Bronx County, NY","05000US36005","bronx-county-ny"
1,"Service Occupations",5,"Protective Service Occupations",12,"Fire Fighting & Prevention, & Other Protective Service Workers Including Supervisors",2013,"2013","04000US36","New York",14719,2036.6644298951167,"Bronx County, NY","05000US36005","bronx-county-ny"
1,"Service Occupations",4,"Service Occupations",11,"Healthcare Support Occupations",2013,"2013","04000US36","New York",45953,4274.426277291492,"Bronx County, NY","05000US36005","bronx-county-ny"
4,"Production, Transportation, & Material Moving Occupations",8,"Production, Transportation, & Material Moving Occupations",24,"Material Moving Occupations",2013,"2013","04000US36","New York",13922,2613.432417339312,"Bronx County, NY","05000US36005","bronx-county-ny"
1,"Service Occupations",4,"Service Occupations",16,"Personal Care & Service Occupations",2013,"2013","04000US36","New York",35940,3187.894916712281,"Bronx County, NY","05000US36005","bronx-county-ny"
1,"Service Occupations",4,"Service Occupations",14,"Food Preparation & Serving Related Occupations",2013,"2013","04000US36","New York",39610,3925.818386018386,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",1,"Business & Financial Operations Occupations",2013,"2013","04000US36","New York",15693,2262.9098523803373,"Bronx County, NY","05000US36005","bronx-county-ny"
1,"Service Occupations",4,"Service Occupations",15,"Building & Grounds Cleaning & Maintenance Occupations",2013,"2013","04000US36","New York",43143,4013.3199473752406,"Bronx County, NY","05000US36005","bronx-county-ny"
0,"Management, Business, Science, & Arts Occupations",0,"Management, Business, & Financial Occupations",0,"Management Occupations",2013,"2013","04000US36","New York",25573,2760.1842329815595,"Bronx County, NY","05000US36005","bronx-county-ny"
