ID CIP2,CIP2,ID CIP4,CIP4,ID CIP6,CIP6,ID Year,Year,ID Nation,Nation,ID State,State,ID Degree,Degree,Completions,Slug CIP6,Geography,ID Geography,Slug Geography
51,Health,5109,"Allied Diagnostic, Intervention, & Treatment Professions",510912,Physician Assistant,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,38,physician-assistant,"Richmond County, NY",05000US36085,richmond-county-ny
9,Communications,901,Communication and Media Studies,90100,General Communication,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,82,general-communication,"Richmond County, NY",05000US36085,richmond-county-ny
50,Visual & Performing Arts,5010,"Arts, Entertainment, & Media Management",501002,Fine & Studio Arts Management,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,34,fine-studio-arts-management,"Richmond County, NY",05000US36085,richmond-county-ny
50,Visual & Performing Arts,5009,Music,500901,General Music,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,16,general-music,"Richmond County, NY",05000US36085,richmond-county-ny
11,Computer and Information Sciences and Support Services,1104,Information Sciences,110401,Information Science,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,0,information-science,"Richmond County, NY",05000US36085,richmond-county-ny
50,Visual & Performing Arts,5007,Fine & Studio Arts,500703,"Art History, Criticism, & Conservation",2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,1,art-history-criticism-conservation,"Richmond County, NY",05000US36085,richmond-county-ny
50,Visual & Performing Arts,5007,Fine & Studio Arts,500702,General Fine Studio Arts,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,16,general-fine-studio-arts,"Richmond County, NY",05000US36085,richmond-county-ny
11,Computer and Information Sciences and Support Services,1107,Computer Science,110701,Computer Science,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,61,computer-science-6,"Richmond County, NY",05000US36085,richmond-county-ny
50,Visual & Performing Arts,5007,Fine & Studio Arts,500701,General Art Studies,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,5,general-art-studies,"Richmond County, NY",05000US36085,richmond-county-ny
50,Visual & Performing Arts,5006,Video & Photographic Arts,500602,Cinematography & Film Production,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,3,cinematography-film-production,"Richmond County, NY",05000US36085,richmond-county-ny
11,Computer and Information Sciences and Support Services,1110,Computer Technology Administration & Management,111003,Computer & Information Systems Security,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,2,computer-information-systems-security,"Richmond County, NY",05000US36085,richmond-county-ny
50,Visual & Performing Arts,5006,Video & Photographic Arts,500601,"Film, Cinema, & Video Studies",2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,9,film-cinema-video-studies,"Richmond County, NY",05000US36085,richmond-county-ny
50,Visual & Performing Arts,5005,Theater Arts & Stagecraft,500501,General Drama & Theater Arts,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,41,general-drama-theater-arts,"Richmond County, NY",05000US36085,richmond-county-ny
11,Computer and Information Sciences and Support Services,1199,Other Computer Service Studies,119999,Other Computer & Information Support Services,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,3,other-computer-information-support-services,"Richmond County, NY",05000US36085,richmond-county-ny
45,Social Sciences,4513,Sociology & Anthropology,451301,Sociology & Anthropology,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,84,sociology-anthropology-6,"Richmond County, NY",05000US36085,richmond-county-ny
45,Social Sciences,4511,Sociology,451101,Sociology,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,10,sociology-6,"Richmond County, NY",05000US36085,richmond-county-ny
13,Education,1312,Teacher Education at Specific Levels & Methods,131202,Elementary Education & Teaching,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,78,elementary-education-teaching,"Richmond County, NY",05000US36085,richmond-county-ny
45,Social Sciences,4510,Political Science & Government,451001,General Political Science & Government,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,35,general-political-science-government,"Richmond County, NY",05000US36085,richmond-county-ny
45,Social Sciences,4509,International Relations & National Security Studies,450901,International Relations & Affairs,2017,2017,01000US,United States,04000US36,New York,5,Bachelors Degree,3,international-relations-affairs,"Richmond County, NY",05000US36085,richmond-county-ny
